UNIDADE;CIDADE;UF;Mês/Ano;Qtde Cereais (kg);Valor Cereais (R$);Qtde Hortigranjeiros (kg);Valor Hortigranjeiros (R$);Qtde Produtos Diversos (kg);Valor Produtos Diversos (R$);Soma (kg);Soma (R$)
CEAGESP-PresidentePrudente;PresidentePrudente;SP;05/2017;0;0,00;4.313.703;7.736.728,64;0;0,00;4.313.703;7.736.728,64
CEAGESP-PresidentePrudente;PresidentePrudente;SP;04/2018;0;0,00;4.118.533;8.519.485,06;0;0,00;4.118.533;8.519.485,06
CEAGESP-PresidentePrudente;PresidentePrudente;SP;04/2017;0;0,00;4.185.442;8.212.278,20;0;0,00;4.185.442;8.212.278,20
CEAGESP-PresidentePrudente;PresidentePrudente;SP;03/2018;0;0,00;4.612.955;9.403.296,80;0;0,00;4.612.955;9.403.296,80
CEAGESP-PresidentePrudente;PresidentePrudente;SP;03/2017;0;0,00;4.658.641;9.416.920,19;0;0,00;4.658.641;9.416.920,19
CEAGESP-PresidentePrudente;PresidentePrudente;SP;02/2018;0;0,00;3.447.329;6.552.227,63;0;0,00;3.447.329;6.552.227,63
CEAGESP-PresidentePrudente;PresidentePrudente;SP;02/2017;0;0,00;4.491.459;7.919.883,55;0;0,00;4.491.459;7.919.883,55
CEAGESP-PresidentePrudente;PresidentePrudente;SP;12/2017;0;0,00;4.347.748;8.015.556,22;0;0,00;4.347.748;8.015.556,22
CEAGESP-PresidentePrudente;PresidentePrudente;SP;01/2019;0;0,00;6.187.045;12.573.212,37;0;0,00;6.187.045;12.573.212,37
CEAGESP-PresidentePrudente;PresidentePrudente;SP;01/2020;0;0,00;5.483.829;11.259.095,64;0;0,00;5.483.829;11.259.095,64
CEAGESP-PresidentePrudente;PresidentePrudente;SP;12/2018;0;0,00;5.587.168;10.900.107,97;0;0,00;5.587.168;10.900.107,97
CEAGESP-PresidentePrudente;PresidentePrudente;SP;11/2019;0;0,00;5.141.503;10.953.062,53;0;0,00;5.141.503;10.953.062,53
CEAGESP-PresidentePrudente;PresidentePrudente;SP;11/2018;0;0,00;5.614.345;11.601.420,30;0;0,00;5.614.345;11.601.420,30
CEAGESP-PresidentePrudente;PresidentePrudente;SP;10/2019;0;0,00;4.184.423;9.670.321,02;0;0,00;4.184.423;9.670.321,02
CEAGESP-PresidentePrudente;PresidentePrudente;SP;10/2018;0;0,00;4.645.930;9.495.304,37;0;0,00;4.645.930;9.495.304,37
CEAGESP-PresidentePrudente;PresidentePrudente;SP;09/2019;0;0,00;4.907.925;11.260.200,59;0;0,00;4.907.925;11.260.200,59
CEAGESP-PresidentePrudente;PresidentePrudente;SP;09/2018;0;0,00;4.276.892;7.676.140,14;0;0,00;4.276.892;7.676.140,14
CEAGESP-PresidentePrudente;PresidentePrudente;SP;08/2019;0;0,00;5.320.611;11.860.648,32;0;0,00;5.320.611;11.860.648,32
CEAGESP-PresidentePrudente;PresidentePrudente;SP;07/2019;0;0,00;4.484.922;11.143.213,58;0;0,00;4.484.922;11.143.213,58
CEAGESP-PresidentePrudente;PresidentePrudente;SP;06/2019;0;0,00;4.179.958;10.909.812,42;0;0,00;4.179.958;10.909.812,42
CEAGESP-PresidentePrudente;PresidentePrudente;SP;05/2019;0;0,00;4.938.948;10.138.640,67;0;0,00;4.938.948;10.138.640,67
CEAGESP-PresidentePrudente;PresidentePrudente;SP;04/2020;0;0,00;3.989.644;8.014.588,07;0;0,00;3.989.644;8.014.588,07
CEAGESP-PresidentePrudente;PresidentePrudente;SP;04/2019;0;0,00;4.556.716;9.285.709,25;0;0,00;4.556.716;9.285.709,25
CEAGESP-PresidentePrudente;PresidentePrudente;SP;03/2020;0;0,00;5.756.285;11.889.993,43;0;0,00;5.756.285;11.889.993,43
CEAGESP-PresidentePrudente;PresidentePrudente;SP;03/2019;0;0,00;4.249.217;8.727.494,76;0;0,00;4.249.217;8.727.494,76
CEAGESP-PresidentePrudente;PresidentePrudente;SP;02/2020;0;0,00;5.702.778;11.924.013,86;0;0,00;5.702.778;11.924.013,86
CEAGESP-PresidentePrudente;PresidentePrudente;SP;02/2019;0;0,00;6.187.045;8.409.351,73;0;0,00;6.187.045;8.409.351,73
CEAGESP-PresidentePrudente;PresidentePrudente;SP;12/2019;0;0,00;5.649.839;12.044.879,25;0;0,00;5.649.839;12.044.879,25
CEAGESP-RibeirãoPreto;RibeirãoPreto;SP;01/2009;0.0;0,00;21.404.025;26.185.736,64;0.0;0,00;21.404.025;26.185.736,64
CEAGESP-RibeirãoPreto;RibeirãoPreto;SP;12/2020;0.0;0,00;4.354.766;12.596.316,17;0.0;0,00;4.354.766;12.596.316,17
CEAGESP-RibeirãoPreto;RibeirãoPreto;SP;11/2020;0.0;0,00;5.958.586;17.087.109,16;0.0;0,00;5.958.586;17.087.109,16
CEAGESP-RibeirãoPreto;RibeirãoPreto;SP;10/2020;0.0;0,00;4.651.414;13.780.296,40;0.0;0,00;4.651.414;13.780.296,40
CEAGESP-RibeirãoPreto;RibeirãoPreto;SP;09/2020;0.0;0,00;6.298.415;18.384.334,51;0.0;0,00;6.298.415;18.384.334,51
CEAGESP-RibeirãoPreto;RibeirãoPreto;SP;08/2021;0.0;0,00;6.833.017;20.017.721,43;0.0;0,00;6.833.017;20.017.721,43
CEAGESP-RibeirãoPreto;RibeirãoPreto;SP;08/2020;0.0;0,00;4.843.832;11.143.860,23;0.0;0,00;4.843.832;11.143.860,23
CEAGESP-RibeirãoPreto;RibeirãoPreto;SP;07/2021;0.0;0,00;6.335.468;19.769.907,98;0.0;0,00;6.335.468;19.769.907,98
CEAGESP-RibeirãoPreto;RibeirãoPreto;SP;07/2020;0.0;0,00;5.285.656;10.545.251,92;0.0;0,00;5.285.656;10.545.251,92
CEAGESP-RibeirãoPreto;RibeirãoPreto;SP;06/2021;0.0;0,00;6.678.191;20.102.501,89;0.0;0,00;6.678.191;20.102.501,89
CEAGESP-RibeirãoPreto;RibeirãoPreto;SP;06/2020;0.0;0,00;5.623.337;11.601.127,36;0.0;0,00;5.623.337;11.601.127,36
