UNIDADE;CIDADE;UF;Mês/Ano;Qtde Cereais (kg);Valor Cereais (R$);Qtde Hortigranjeiros (kg);Valor Hortigranjeiros (R$);Qtde Produtos Diversos (kg);Valor Produtos Diversos (R$);Soma (kg);Soma (R$)
CEAGESP-Piracicaba;Piracicaba;SP;07/2011;0;0,00;5.637.991;8.334.841,83;0;0,00;5.637.991;8.334.841,83
CEAGESP-Piracicaba;Piracicaba;SP;07/2010;0;0,00;2.947.268;3.485.921,76;0;0,00;2.947.268;3.485.921,76
CEAGESP-Piracicaba;Piracicaba;SP;06/2011;0;0,00;5.826.784;8.769.174,24;0;0,00;5.826.784;8.769.174,24
CEAGESP-Piracicaba;Piracicaba;SP;05/2011;0;0,00;6.915.949;10.470.763,35;0;0,00;6.915.949;10.470.763,35
CEAGESP-Piracicaba;Piracicaba;SP;04/2011;0;0,00;5.662.376;8.421.712,29;0;0,00;5.662.376;8.421.712,29
CEAGESP-Piracicaba;Piracicaba;SP;03/2011;0;0,00;6.641.412;9.930.934,43;0;0,00;6.641.412;9.930.934,43
CEAGESP-Piracicaba;Piracicaba;SP;02/2012;0;0,00;5.460.283;8.378.661,09;0;0,00;5.460.283;8.378.661,09
CEAGESP-Piracicaba;Piracicaba;SP;02/2011;0;0,00;4.090.731;5.972.448,42;0;0,00;4.090.731;5.972.448,42
CEAGESP-Piracicaba;Piracicaba;SP;12/2011;0;0,00;6.701.476;11.115.496,44;0;0,00;6.701.476;11.115.496,44
CEAGESP-Piracicaba;Piracicaba;SP;01/2013;0;0,00;4.526.548;6.974.619,05;0;0,00;4.526.548;6.974.619,05
CEAGESP-Piracicaba;Piracicaba;SP;02/2013;0;0,00;3.812.882;5.763.314,78;0;0,00;3.812.882;5.763.314,78
CEAGESP-Piracicaba;Piracicaba;SP;11/2012;0;0,00;6.660.270;10.560.397,90;0;0,00;6.660.270;10.560.397,90
CEAGESP-Piracicaba;Piracicaba;SP;10/2013;0;0,00;4.038.863;6.006.966,04;0;0,00;4.038.863;6.006.966,04
CEAGESP-Piracicaba;Piracicaba;SP;10/2012;0;0,00;6.744.731;10.617.659,46;0;0,00;6.744.731;10.617.659,46
CEAGESP-Piracicaba;Piracicaba;SP;09/2013;0;0,00;3.698.055;5.589.426,55;0;0,00;3.698.055;5.589.426,55
CEAGESP-Piracicaba;Piracicaba;SP;09/2012;0;0,00;5.897.309;9.243.787,52;0;0,00;5.897.309;9.243.787,52
CEAGESP-Piracicaba;Piracicaba;SP;08/2013;0;0,00;4.205.350;6.378.614,17;0;0,00;4.205.350;6.378.614,17
CEAGESP-Piracicaba;Piracicaba;SP;08/2012;0;0,00;6.374.860;10.052.193,92;0;0,00;6.374.860;10.052.193,92
CEAGESP-Piracicaba;Piracicaba;SP;07/2013;0;0,00;3.798.227;5.567.622,45;0;0,00;3.798.227;5.567.622,45
CEAGESP-Piracicaba;Piracicaba;SP;07/2012;0;0,00;6.103.343;9.541.809,54;0;0,00;6.103.343;9.541.809,54
CEAGESP-Piracicaba;Piracicaba;SP;06/2013;0;0,00;3.137.164;4.503.470,05;0;0,00;3.137.164;4.503.470,05
CEAGESP-Piracicaba;Piracicaba;SP;06/2012;0;0,00;5.941.409;9.101.278,25;0;0,00;5.941.409;9.101.278,25
CEAGESP-Piracicaba;Piracicaba;SP;05/2013;0;0,00;3.547.643;5.459.099,34;0;0,00;3.547.643;5.459.099,34
CEAGESP-Piracicaba;Piracicaba;SP;05/2012;0;0,00;5.454.384;8.306.436,30;0;0,00;5.454.384;8.306.436,30
CEAGESP-Piracicaba;Piracicaba;SP;04/2013;0;0,00;3.942.913;5.967.964,73;0;0,00;3.942.913;5.967.964,73
CEAGESP-Piracicaba;Piracicaba;SP;04/2012;0;0,00;5.137.148;7.893.004,45;0;0,00;5.137.148;7.893.004,45
CEAGESP-Piracicaba;Piracicaba;SP;03/2013;0;0,00;3.523.500;5.803.634,19;0;0,00;3.523.500;5.803.634,19
CEAGESP-Piracicaba;Piracicaba;SP;03/2012;0;0,00;5.333.082;8.188.262,54;0;0,00;5.333.082;8.188.262,54
CEAGESP-Piracicaba;Piracicaba;SP;12/2012;0;0,00;6.681.893;10.639.002,15;0;0,00;6.681.893;10.639.002,15
CEAGESP-Piracicaba;Piracicaba;SP;01/2014;0;0,00;4.668.701;7.569.776,39;0;0,00;4.668.701;7.569.776,39
CEAGESP-Piracicaba;Piracicaba;SP;01/2015;0;0,00;2.368.091;3.786.958,10;0;0,00;2.368.091;3.786.958,10
CEAGESP-Piracicaba;Piracicaba;SP;12/2013;0;0,00;4.483.185;7.036.879,16;0;0,00;4.483.185;7.036.879,16
CEAGESP-Piracicaba;Piracicaba;SP;11/2014;0;0,00;3.977.725;6.434.194,68;0;0,00;3.977.725;6.434.194,68
CEAGESP-Piracicaba;Piracicaba;SP;11/2013;0;0,00;4.558.230;6.674.686,08;0;0,00;4.558.230;6.674.686,08
CEAGESP-Piracicaba;Piracicaba;SP;10/2014;0;0,00;4.557.987;7.481.026,91;0;0,00;4.557.987;7.481.026,91
CEAGESP-Piracicaba;Piracicaba;SP;09/2014;0;0,00;3.278.217;5.330.242,80;0;0,00;3.278.217;5.330.242,80
CEAGESP-Piracicaba;Piracicaba;SP;08/2014;0;0,00;3.282.614;5.316.652,96;0;0,00;3.282.614;5.316.652,96
CEAGESP-Piracicaba;Piracicaba;SP;07/2014;0;0,00;2.327.907;3.545.821,96;0;0,00;2.327.907;3.545.821,96
CEAGESP-Piracicaba;Piracicaba;SP;06/2015;0;0,00;3.146.889;4.779.146,19;0;0,00;3.146.889;4.779.146,19
CEAGESP-Piracicaba;Piracicaba;SP;06/2014;0;0,00;3.138.164;4.527.662,98;0;0,00;3.138.164;4.527.662,98
CEAGESP-Piracicaba;Piracicaba;SP;05/2015;0;0,00;3.130.481;4.804.727,57;0;0,00;3.130.481;4.804.727,57
CEAGESP-Piracicaba;Piracicaba;SP;05/2014;0;0,00;4.607.769;7.358.535,21;0;0,00;4.607.769;7.358.535,21
CEAGESP-Piracicaba;Piracicaba;SP;04/2015;0;0,00;2.564.558;3.993.618,54;0;0,00;2.564.558;3.993.618,54
CEAGESP-Piracicaba;Piracicaba;SP;04/2014;0;0,00;4.216.839;6.828.671,91;0;0,00;4.216.839;6.828.671,91
CEAGESP-Piracicaba;Piracicaba;SP;03/2015;0;0,00;2.354.535;3.497.020,91;0;0,00;2.354.535;3.497.020,91
CEAGESP-Piracicaba;Piracicaba;SP;03/2014;0;0,00;4.256.266;6.875.702,47;0;0,00;4.256.266;6.875.702,47
CEAGESP-Piracicaba;Piracicaba;SP;02/2015;0;0,00;3.263.759;5.207.147,68;0;0,00;3.263.759;5.207.147,68
CEAGESP-Piracicaba;Piracicaba;SP;02/2014;0;0,00;4.856.698;7.383.408,78;0;0,00;4.856.698;7.383.408,78
CEAGESP-Piracicaba;Piracicaba;SP;12/2014;0;0,00;4.099.441;6.407.812,45;0;0,00;4.099.441;6.407.812,45
CEAGESP-Piracicaba;Piracicaba;SP;01/2016;0;0,00;3.665.708;5.675.971,51;0;0,00;3.665.708;5.675.971,51
CEAGESP-Piracicaba;Piracicaba;SP;01/2017;0;0,00;4.256.291;6.638.630,06;0;0,00;4.256.291;6.638.630,06
CEAGESP-Piracicaba;Piracicaba;SP;12/2015;0;0,00;4.128.692;6.382.524,69;0;0,00;4.128.692;6.382.524,69
CEAGESP-Piracicaba;Piracicaba;SP;11/2016;0;0,00;4.630.179;7.473.507,96;0;0,00;4.630.179;7.473.507,96
CEAGESP-Piracicaba;Piracicaba;SP;11/2015;0;0,00;3.984.908;6.043.808,07;0;0,00;3.984.908;6.043.808,07
CEAGESP-Piracicaba;Piracicaba;SP;10/2016;0;0,00;3.681.313;5.864.863,30;0;0,00;3.681.313;5.864.863,30
CEAGESP-Piracicaba;Piracicaba;SP;10/2015;0;0,00;3.784.098;5.777.657,44;0;0,00;3.784.098;5.777.657,44
CEAGESP-Piracicaba;Piracicaba;SP;09/2016;0;0,00;3.282.035;5.163.709,76;0;0,00;3.282.035;5.163.709,76
CEAGESP-Piracicaba;Piracicaba;SP;09/2015;0;0,00;3.191.812;4.681.511,00;0;0,00;3.191.812;4.681.511,00
CEAGESP-Piracicaba;Piracicaba;SP;08/2016;0;0,00;3.266.586;5.098.093,83;0;0,00;3.266.586;5.098.093,83
CEAGESP-Piracicaba;Piracicaba;SP;08/2015;0;0,00;3.331.989;5.000.768,50;0;0,00;3.331.989;5.000.768,50
CEAGESP-Piracicaba;Piracicaba;SP;07/2016;0;0,00;3.250.614;4.972.283,60;0;0,00;3.250.614;4.972.283,60
CEAGESP-Piracicaba;Piracicaba;SP;07/2015;0;0,00;3.218.786;4.620.324,21;0;0,00;3.218.786;4.620.324,21
CEAGESP-Piracicaba;Piracicaba;SP;06/2016;0;0,00;3.248.055;4.894.990,44;0;0,00;3.248.055;4.894.990,44
CEAGESP-Piracicaba;Piracicaba;SP;05/2016;0;0,00;3.322.867;5.061.971,11;0;0,00;3.322.867;5.061.971,11
CEAGESP-Piracicaba;Piracicaba;SP;04/2016;0;0,00;3.085.887;4.883.376,62;0;0,00;3.085.887;4.883.376,62
CEAGESP-Piracicaba;Piracicaba;SP;03/2016;0;0,00;3.006.234;4.768.685,01;0;0,00;3.006.234;4.768.685,01
CEAGESP-Piracicaba;Piracicaba;SP;02/2017;0;0,00;3.814.218;5.927.887,69;0;0,00;3.814.218;5.927.887,69
CEAGESP-Piracicaba;Piracicaba;SP;02/2016;0;0,00;3.508.479;5.423.349,93;0;0,00;3.508.479;5.423.349,93
CEAGESP-Piracicaba;Piracicaba;SP;12/2016;0;0,00;5.590.296;9.169.507,85;0;0,00;5.590.296;9.169.507,85
CEAGESP-Piracicaba;Piracicaba;SP;01/2018;0;0,00;2.106.507;4.009.895,63;0;0,00;2.106.507;4.009.895,63
CEAGESP-Piracicaba;Piracicaba;SP;02/2018;0;0,00;1.712.340;3.358.700,27;0;0,00;1.712.340;3.358.700,27
CEAGESP-Piracicaba;Piracicaba;SP;11/2017;0;0,00;1.224.945;2.357.937,48;0;0,00;1.224.945;2.357.937,48
CEAGESP-Piracicaba;Piracicaba;SP;10/2018;0;0,00;2.065.546;4.111.869,44;0;0,00;2.065.546;4.111.869,44
CEAGESP-Piracicaba;Piracicaba;SP;10/2017;0;0,00;921.868;1.919.870,38;0;0,00;921.868;1.919.870,38
CEAGESP-Piracicaba;Piracicaba;SP;09/2018;0;0,00;2.587.145;5.240.133,53;0;0,00;2.587.145;5.240.133,53
CEAGESP-Piracicaba;Piracicaba;SP;09/2017;0;0,00;817.374;1.614.858,04;0;0,00;817.374;1.614.858,04
CEAGESP-Piracicaba;Piracicaba;SP;08/2018;0;0,00;2.207.308;4.176.626,35;0;0,00;2.207.308;4.176.626,35
CEAGESP-Piracicaba;Piracicaba;SP;08/2017;0;0,00;701.415;1.290.965,78;0;0,00;701.415;1.290.965,78
CEAGESP-Piracicaba;Piracicaba;SP;07/2018;0;0,00;2.305.449;4.729.131,91;0;0,00;2.305.449;4.729.131,91
CEAGESP-Piracicaba;Piracicaba;SP;07/2017;0;0,00;970.202;1.701.038,65;0;0,00;970.202;1.701.038,65
CEAGESP-Piracicaba;Piracicaba;SP;06/2018;0;0,00;2.264.651;4.794.226,18;0;0,00;2.264.651;4.794.226,18
CEAGESP-Piracicaba;Piracicaba;SP;06/2017;0;0,00;1.076.672;2.025.793,43;0;0,00;1.076.672;2.025.793,43
CEAGESP-Piracicaba;Piracicaba;SP;05/2018;0;0,00;1.804.668;3.809.859,01;0;0,00;1.804.668;3.809.859,01
CEAGESP-Piracicaba;Piracicaba;SP;05/2017;0;0,00;1.040.066;1.757.116,14;0;0,00;1.040.066;1.757.116,14
CEAGESP-Piracicaba;Piracicaba;SP;04/2018;0;0,00;2.170.107;4.503.793,83;0;0,00;2.170.107;4.503.793,83
CEAGESP-Piracicaba;Piracicaba;SP;04/2017;0;0,00;3.241.224;5.116.047,24;0;0,00;3.241.224;5.116.047,24
CEAGESP-Piracicaba;Piracicaba;SP;03/2018;0;0,00;2.359.448;4.938.087,93;0;0,00;2.359.448;4.938.087,93
CEAGESP-Piracicaba;Piracicaba;SP;03/2017;0;0,00;3.387.808;5.379.606,61;0;0,00;3.387.808;5.379.606,61
CEAGESP-Piracicaba;Piracicaba;SP;12/2017;0;0,00;1.678.333;3.322.119,68;0;0,00;1.678.333;3.322.119,68
CEAGESP-Piracicaba;Piracicaba;SP;01/2019;0;0,00;1.821.100;3.811.342,78;0;0,00;1.821.100;3.811.342,78
CEAGESP-Piracicaba;Piracicaba;SP;01/2020;0;0,00;2.341.504;4.435.300,25;0;0,00;2.341.504;4.435.300,25
CEAGESP-Piracicaba;Piracicaba;SP;12/2018;0;0,00;2.359.338;4.012.479,95;0;0,00;2.359.338;4.012.479,95
CEAGESP-Piracicaba;Piracicaba;SP;11/2019;0;0,00;1.896.386;3.615.005,68;0;0,00;1.896.386;3.615.005,68
CEAGESP-Piracicaba;Piracicaba;SP;11/2018;0;0,00;1.031.976;2.179.513,13;0;0,00;1.031.976;2.179.513,13
CEAGESP-Piracicaba;Piracicaba;SP;10/2019;0;0,00;2.713.144;5.095.358,02;0;0,00;2.713.144;5.095.358,02
CEAGESP-Piracicaba;Piracicaba;SP;09/2019;0;0,00;2.724.752;5.389.928,58;0;0,00;2.724.752;5.389.928,58
CEAGESP-Piracicaba;Piracicaba;SP;08/2019;0;0,00;2.886.961;5.681.511,76;0;0,00;2.886.961;5.681.511,76
CEAGESP-Piracicaba;Piracicaba;SP;07/2019;0;0,00;2.654.232;5.086.944,56;0;0,00;2.654.232;5.086.944,56
CEAGESP-Piracicaba;Piracicaba;SP;06/2020;0;0,00;1.651.971;3.045.103,34;0;0,00;1.651.971;3.045.103,34
CEAGESP-Piracicaba;Piracicaba;SP;06/2019;0;0,00;2.058.574;4.208.528,15;0;0,00;2.058.574;4.208.528,15
CEAGESP-Piracicaba;Piracicaba;SP;05/2020;0;0,00;1.514.678;2.823.569,84;0;0,00;1.514.678;2.823.569,84
CEAGESP-Piracicaba;Piracicaba;SP;05/2019;0;0,00;2.802.575;5.469.303,62;0;0,00;2.802.575;5.469.303,62
CEAGESP-Piracicaba;Piracicaba;SP;04/2020;0;0,00;1.524.615;2.855.973,08;0;0,00;1.524.615;2.855.973,08
CEAGESP-Piracicaba;Piracicaba;SP;04/2019;0;0,00;2.448.848;4.719.077,00;0;0,00;2.448.848;4.719.077,00
CEAGESP-Piracicaba;Piracicaba;SP;03/2020;0;0,00;1.549.551;2.761.084,15;0;0,00;1.549.551;2.761.084,15
CEAGESP-Piracicaba;Piracicaba;SP;03/2019;0;0,00;2.216.293;4.200.105,35;0;0,00;2.216.293;4.200.105,35
CEAGESP-Piracicaba;Piracicaba;SP;02/2020;0;0,00;1.723.362;3.301.963,33;0;0,00;1.723.362;3.301.963,33
CEAGESP-Piracicaba;Piracicaba;SP;02/2019;0;0,00;1.946.065;3.836.150,89;0;0,00;1.946.065;3.836.150,89
CEAGESP-Piracicaba;Piracicaba;SP;12/2019;0;0,00;1.887.415;3.829.379,73;0;0,00;1.887.415;3.829.379,73
CEAGESP-Araçatuba;Araçatuba;SP;01/2009;0.0;0,00;1.940.448;2.355.925,57;0.0;0,00;1.940.448;2.355.925,57
CEAGESP-Araçatuba;Araçatuba;SP;01/2021;0.0;0,00;1.899.384;3.524.397,73;0.0;0,00;1.899.384;3.524.397,73
CEAGESP-Araçatuba;Araçatuba;SP;12/2020;0.0;0,00;2.061.801;3.795.410,45;0.0;0,00;2.061.801;3.795.410,45
CEAGESP-Araçatuba;Araçatuba;SP;11/2020;0.0;0,00;2.119.118;3.807.010,10;0.0;0,00;2.119.118;3.807.010,10
CEAGESP-Araçatuba;Araçatuba;SP;10/2020;0.0;0,00;1.800.126;3.202.829,82;0.0;0,00;1.800.126;3.202.829,82
CEAGESP-Araçatuba;Araçatuba;SP;09/2020;0.0;0,00;1.582.761;2.932.109,55;0.0;0,00;1.582.761;2.932.109,55
CEAGESP-Araçatuba;Araçatuba;SP;08/2021;0.0;0,00;1.717.012;4.354.654,24;0.0;0,00;1.717.012;4.354.654,24
CEAGESP-Araçatuba;Araçatuba;SP;08/2020;0.0;0,00;1.298.241;2.463.400,31;0.0;0,00;1.298.241;2.463.400,31
CEAGESP-Araçatuba;Araçatuba;SP;07/2021;0.0;0,00;1.610.024;3.626.003,68;0.0;0,00;1.610.024;3.626.003,68
CEAGESP-Araçatuba;Araçatuba;SP;07/2020;0.0;0,00;1.831.044;3.409.924,10;0.0;0,00;1.831.044;3.409.924,10
CEAGESP-Araçatuba;Araçatuba;SP;06/2021;0.0;0,00;1.919.952;4.434.671,02;0.0;0,00;1.919.952;4.434.671,02
CEAGESP-Araçatuba;Araçatuba;SP;05/2021;0.0;0,00;1.822.513;4.252.155,79;0.0;0,00;1.822.513;4.252.155,79
CEAGESP-Araçatuba;Araçatuba;SP;04/2021;0.0;0,00;2.139.040;4.718.691,60;0.0;0,00;2.139.040;4.718.691,60
CEAGESP-Araçatuba;Araçatuba;SP;04/2009;0.0;0,00;1.735.718;2.421.552,51;0.0;0,00;1.735.718;2.421.552,51
CEAGESP-Araçatuba;Araçatuba;SP;03/2021;0.0;0,00;2.350.421;5.030.094,72;0.0;0,00;2.350.421;5.030.094,72
CEAGESP-Araçatuba;Araçatuba;SP;03/2009;0.0;0,00;1.730.745;2.250.002,44;0.0;0,00;1.730.745;2.250.002,44
CEAGESP-Araçatuba;Araçatuba;SP;02/2021;0.0;0,00;1.989.609;4.042.818,49;0.0;0,00;1.989.609;4.042.818,49
CEAGESP-Araçatuba;Araçatuba;SP;02/2009;0.0;0,00;1.756.473;2.177.575,61;0.0;0,00;1.756.473;2.177.575,61
CEAGESP-Araçatuba;Araçatuba;SP;01/2010;0;0,00;2.543.402;3.967.389,90;0;0,00;2.543.402;3.967.389,90
CEAGESP-Araçatuba;Araçatuba;SP;02/2010;0;0,00;2.279.397;3.766.464,81;0;0,00;2.279.397;3.766.464,81
CEAGESP-Araçatuba;Araçatuba;SP;12/2009;0;0,00;3.469.036;6.320.957,25;0;0,00;3.469.036;6.320.957,25
CEAGESP-Araçatuba;Araçatuba;SP;11/2010;0;0,00;2.391.709;3.426.497,01;0;0,00;2.391.709;3.426.497,01
CEAGESP-Araçatuba;Araçatuba;SP;11/2009;0;0,00;1.904.637;2.631.353,25;0;0,00;1.904.637;2.631.353,25
CEAGESP-Araçatuba;Araçatuba;SP;10/2010;0;0,00;3.477.499;5.375.065,08;0;0,00;3.477.499;5.375.065,08
CEAGESP-Araçatuba;Araçatuba;SP;10/2009;0;0,00;1.554.287;2.199.139,71;0;0,00;1.554.287;2.199.139,71
CEAGESP-Araçatuba;Araçatuba;SP;09/2010;0;0,00;2.896.961;4.031.197,49;0;0,00;2.896.961;4.031.197,49
CEAGESP-Araçatuba;Araçatuba;SP;09/2009;0;0,00;1.721.663;2.124.385,65;0;0,00;1.721.663;2.124.385,65
CEAGESP-Araçatuba;Araçatuba;SP;08/2010;0;0,00;2.665.682;3.525.322,71;0;0,00;2.665.682;3.525.322,71
CEAGESP-Araçatuba;Araçatuba;SP;08/2009;0;0,00;1.937.929;2.628.701,49;0;0,00;1.937.929;2.628.701,49
CEAGESP-Araçatuba;Araçatuba;SP;07/2010;0;0,00;2.546.137;3.196.036,72;0;0,00;2.546.137;3.196.036,72
CEAGESP-Araçatuba;Araçatuba;SP;07/2009;0;0,00;1.753.473;2.470.240,05;0;0,00;1.753.473;2.470.240,05
CEAGESP-Araçatuba;Araçatuba;SP;06/2010;0;0,00;1.757.576;2.476.104,84;0;0,00;1.757.576;2.476.104,84
CEAGESP-Araçatuba;Araçatuba;SP;06/2009;0;0,00;1.480.153;2.182.077,29;0;0,00;1.480.153;2.182.077,29
CEAGESP-Araçatuba;Araçatuba;SP;05/2010;0;0,00;2.146.149;3.289.618,45;0;0,00;2.146.149;3.289.618,45
CEAGESP-Araçatuba;Araçatuba;SP;05/2009;0;0,00;1.721.191;2.766.664,94;0;0,00;1.721.191;2.766.664,94
CEAGESP-Araçatuba;Araçatuba;SP;04/2010;0;0,00;2.634.082;3.548.849,48;0;0,00;2.634.082;3.548.849,48
CEAGESP-Araçatuba;Araçatuba;SP;03/2010;0;0,00;3.014.447;4.533.072,57;0;0,00;3.014.447;4.533.072,57
CEAGESP-Araçatuba;Araçatuba;SP;12/2010;0;0,00;3.650.409;6.689.995,96;0;0,00;3.650.409;6.689.995,96
CEAGESP-Araçatuba;Araçatuba;SP;01/2011;0;0,00;2.725.633;4.295.252,81;0;0,00;2.725.633;4.295.252,81
CEAGESP-Araçatuba;Araçatuba;SP;01/2012;0;0,00;2.070.674;3.194.662,46;0;0,00;2.070.674;3.194.662,46
CEAGESP-Araçatuba;Araçatuba;SP;11/2011;0;0,00;2.008.285;3.179.674,72;0;0,00;2.008.285;3.179.674,72
CEAGESP-Araçatuba;Araçatuba;SP;10/2011;0;0,00;1.998.296;3.075.602,86;0;0,00;1.998.296;3.075.602,86
CEAGESP-Araçatuba;Araçatuba;SP;09/2011;0;0,00;2.167.223;3.600.015,51;0;0,00;2.167.223;3.600.015,51
CEAGESP-Araçatuba;Araçatuba;SP;08/2012;0;0,00;1.967.623;3.968.914,02;0;0,00;1.967.623;3.968.914,02
CEAGESP-Araçatuba;Araçatuba;SP;08/2011;0;0,00;2.217.201;3.575.469,09;0;0,00;2.217.201;3.575.469,09
CEAGESP-Araçatuba;Araçatuba;SP;07/2012;0;0,00;1.740.343;3.767.156,21;0;0,00;1.740.343;3.767.156,21
CEAGESP-Araçatuba;Araçatuba;SP;07/2011;0;0,00;1.513.884;2.359.324,73;0;0,00;1.513.884;2.359.324,73
CEAGESP-Araçatuba;Araçatuba;SP;06/2012;0;0,00;1.959.192;3.513.932,95;0;0,00;1.959.192;3.513.932,95
CEAGESP-Araçatuba;Araçatuba;SP;06/2011;0;0,00;1.794.147;3.023.036,42;0;0,00;1.794.147;3.023.036,42
CEAGESP-Araçatuba;Araçatuba;SP;05/2012;0;0,00;2.241.914;3.711.039,35;0;0,00;2.241.914;3.711.039,35
CEAGESP-Araçatuba;Araçatuba;SP;05/2011;0;0,00;2.728.202;5.348.812,46;0;0,00;2.728.202;5.348.812,46
CEAGESP-Araçatuba;Araçatuba;SP;04/2012;0;0,00;2.375.132;3.896.461,08;0;0,00;2.375.132;3.896.461,08
CEAGESP-Araçatuba;Araçatuba;SP;04/2011;0;0,00;3.266.344;6.626.254,11;0;0,00;3.266.344;6.626.254,11
CEAGESP-Araçatuba;Araçatuba;SP;03/2012;0;0,00;2.476.707;4.052.880,86;0;0,00;2.476.707;4.052.880,86
CEAGESP-Araçatuba;Araçatuba;SP;03/2011;0;0,00;31.152.692;5.807.139,93;0;0,00;31.152.692;5.807.139,93
CEAGESP-Araçatuba;Araçatuba;SP;02/2012;0;0,00;2.513.556;3.954.404,64;0;0,00;2.513.556;3.954.404,64
CEAGESP-Araçatuba;Araçatuba;SP;02/2011;0;0,00;2.373.003;3.683.531,50;0;0,00;2.373.003;3.683.531,50
CEAGESP-Araçatuba;Araçatuba;SP;12/2011;0;0,00;2.331.582;3.766.832,19;0;0,00;2.331.582;3.766.832,19
CEAGESP-Araçatuba;Araçatuba;SP;01/2013;0;0,00;2.215.068;4.993.489,95;0;0,00;2.215.068;4.993.489,95
CEAGESP-Araçatuba;Araçatuba;SP;01/2014;0;0,00;2.173.821;4.833.185,03;0;0,00;2.173.821;4.833.185,03
CEAGESP-Araçatuba;Araçatuba;SP;12/2012;0;0,00;1.930.406;3.804.380,34;0;0,00;1.930.406;3.804.380,34
CEAGESP-Araçatuba;Araçatuba;SP;11/2013;0;0,00;1.968.081;4.366.486,43;0;0,00;1.968.081;4.366.486,43
CEAGESP-Araçatuba;Araçatuba;SP;11/2012;0;0,00;2.233.732;3.954.970,28;0;0,00;2.233.732;3.954.970,28
CEAGESP-Araçatuba;Araçatuba;SP;10/2013;0;0,00;1.374.696;2.954.727,57;0;0,00;1.374.696;2.954.727,57
CEAGESP-Araçatuba;Araçatuba;SP;10/2012;0;0,00;2.519.978;4.874.668,02;0;0,00;2.519.978;4.874.668,02
CEAGESP-Araçatuba;Araçatuba;SP;09/2013;0;0,00;1.443.085;3.039.208,61;0;0,00;1.443.085;3.039.208,61
CEAGESP-Araçatuba;Araçatuba;SP;09/2012;0;0,00;1.880.673;3.775.881,36;0;0,00;1.880.673;3.775.881,36
CEAGESP-Araçatuba;Araçatuba;SP;08/2013;0;0,00;1.493.053;3.377.416,04;0;0,00;1.493.053;3.377.416,04
CEAGESP-Araçatuba;Araçatuba;SP;07/2013;0;0,00;1.615.732;3.228.528,69;0;0,00;1.615.732;3.228.528,69
CEAGESP-Araçatuba;Araçatuba;SP;06/2013;0;0,00;1.647.181;3.997.862,73;0;0,00;1.647.181;3.997.862,73
CEAGESP-Araçatuba;Araçatuba;SP;05/2013;0;0,00;1.791.977;4.672.478,62;0;0,00;1.791.977;4.672.478,62
CEAGESP-Araçatuba;Araçatuba;SP;04/2014;0;0,00;1.683.525;4.917.446,45;0;0,00;1.683.525;4.917.446,45
CEAGESP-Araçatuba;Araçatuba;SP;04/2013;0;0,00;1.894.328;5.204.151,16;0;0,00;1.894.328;5.204.151,16
CEAGESP-Araçatuba;Araçatuba;SP;03/2014;0;0,00;1.546.521;4.067.857,89;0;0,00;1.546.521;4.067.857,89
CEAGESP-Araçatuba;Araçatuba;SP;03/2013;0;0,00;1.961.745;4.926.401,92;0;0,00;1.961.745;4.926.401,92
CEAGESP-Araçatuba;Araçatuba;SP;02/2014;0;0,00;1.883.647;4.550.545,68;0;0,00;1.883.647;4.550.545,68
CEAGESP-Araçatuba;Araçatuba;SP;02/2013;0;0,00;1.806.000;4.404.914,19;0;0,00;1.806.000;4.404.914,19
CEAGESP-Araçatuba;Araçatuba;SP;12/2013;0;0,00;1.875.946;4.059.991,14;0;0,00;1.875.946;4.059.991,14
CEAGESP-Araçatuba;Araçatuba;SP;01/2015;0;0,00;1.652.975;4.236.827,98;0;0,00;1.652.975;4.236.827,98
CEAGESP-Araçatuba;Araçatuba;SP;02/2015;0;0,00;1.643.255;4.500.267,92;0;0,00;1.643.255;4.500.267,92
CEAGESP-Araçatuba;Araçatuba;SP;12/2014;0;0,00;1.845.456;4.474.929,66;0;0,00;1.845.456;4.474.929,66
CEAGESP-Araçatuba;Araçatuba;SP;11/2015;0;0,00;1.549.583;4.112.830,12;0;0,00;1.549.583;4.112.830,12
CEAGESP-Araçatuba;Araçatuba;SP;11/2014;0;0,00;1.692.663;3.992.559,44;0;0,00;1.692.663;3.992.559,44
CEAGESP-Araçatuba;Araçatuba;SP;10/2015;0;0,00;1.440.063;3.597.774,71;0;0,00;1.440.063;3.597.774,71
CEAGESP-Araçatuba;Araçatuba;SP;10/2014;0;0,00;2.142.689;4.930.046,62;0;0,00;2.142.689;4.930.046,62
CEAGESP-Araçatuba;Araçatuba;SP;09/2015;0;0,00;1.480.113;3.571.258,29;0;0,00;1.480.113;3.571.258,29
CEAGESP-Araçatuba;Araçatuba;SP;09/2014;0;0,00;1.937.237;4.126.093,23;0;0,00;1.937.237;4.126.093,23
CEAGESP-Araçatuba;Araçatuba;SP;08/2015;0;0,00;1.320.543;3.475.464,16;0;0,00;1.320.543;3.475.464,16
CEAGESP-Araçatuba;Araçatuba;SP;08/2014;0;0,00;1.853.102;3.943.901,58;0;0,00;1.853.102;3.943.901,58
CEAGESP-Araçatuba;Araçatuba;SP;07/2015;0;0,00;1.385.609;3.660.279,25;0;0,00;1.385.609;3.660.279,25
CEAGESP-Araçatuba;Araçatuba;SP;07/2014;0;0,00;1.899.112;4.124.280,83;0;0,00;1.899.112;4.124.280,83
